№,Дата,Событие,Фора,КФ,Т,Б,М,П1,П2
6114,27/02 19:00,AGO Movistar Riders," "," ",1.90,1.85  
 ,1-я карта:,+2.5 –2.5,1.70 2.08,26.5,1.82,1.92, , 
6116,27/02 19:00,Japaleno Singularity," "," ",1.80,1.95  
 ,1-я карта:,–2.5 +2.5,2.05 1.72,26.5,1.78,1.97, , 
6117,27/02 20:00,Demolition Crew Japaleno," "," ",2.00,1.76  
 ,1-я карта:,+2.5 –2.5,1.80 1.95,26.5,1.82,1.92, , 
6118,27/02 21:00,AGO Sprout," "," ",2.75,1.42  
 ,1-я карта:,+3.5 –3.5,1.90 1.85,26.5,1.95,1.80, , 
914,04/03 19:00,PACT Japaleno," "," ",1.75,2.00  
 ,1-я карта:,–2.5 +2.5,2.00 1.75,26.5,1.82,1.92, , 
926,05/03 19:00,Wisla Krakow Sprout," "," ",3.05,1.35  
 ,1-я карта:,+3.5 –3.5,2.01 1.75,26.5,2.00,1.76, , 
927,09/03 19:00,Nemiga Wisla Krakow," "," ",1.75,2.01  
 ,1-я карта:,–2.5 +2.5,1.95 1.80,26.5,1.82,1.92, , 
928,10/03 18:00,Demolition Crew HellRaisers," "," ",2.12,1.67  
 ,1-я карта:,+2.5 –2.5,1.85 1.90,26.5,1.85,1.90, , 
935,10/03 18:00,HAVU Illuminar," "," ",1.55,2.35  
 ,1-я карта:,–2.5 +2.5,1.75 2.00,26.5,1.90,1.85, , 
5322,11/03 17:00,Sprout PACT," "," ",1.40,2.80  
 ,1-я карта:,–3.5 +3.5,1.87 1.87,26.5,1.95,1.80, , 
