№,Дата,Событие,П1,П2,№,Дата,Событие,П1,П2
265,21/03 21:30,Альберт Одзимковски Камиль Шимузовский,1.65,2.15  
177,21/03 21:30,Бартломей Копера Грацьян Шадзински,2.20,1.62  
939,21/03 21:30,Мариуш Пудзяновский Квентин Домингос,1.45,2.60  
6295,21/03 21:30,Михал Влодарек Денис Стойнич,1.27,3.50  
6291,21/03 21:30,Михал Матерла Патрик Кинцл ,1.67,2.10  
6999,21/03 21:30,Пшемыслав Мысиала Степан Бекавач,1.35,3.00  
