№,Дата,Событие,Фора,КФ,Т,Б,М,iТ,Б,М
9961,27/02 16:00,Астраханочка (ж) Динамо-Синара (ж),–13.5 +13.5,1.87 1.87  ,57.5,1.87,1.87  ,35.5 21.5,1.87 1.78,1.87 1.97  
