№,Дата,Событие,Фора,КФ,Т,Б,М,П1,П2
8988,01/03 11:00,Incept madlikewizards," "," ",3.75,1.25  
 ,1-я карта:,+4.5 –4.5,2.01 1.75,25.5,2.00,1.76, , 
