№,Дата,Событие,П1,П2,№,Дата,Событие,П1,П2
8648,03/03 19:00,BIG DETONA,1.12,5.55  
8663,03/03 20:30,AVEZ Orgless,2.08,1.70  
8664,03/03 22:00,Copenhagen Flames Redemption POA,1.22,4.00  
8665,03/03 23:30,SKADE Chaos,2.15,1.65  
