№,Дата,Событие,Фора,КФ,Т,Б,М,П1,П2,3:0,3:1,3:2,2:3,1:3,0:3,iТ,Б,М
3609,27/02 19:30,ЛКС Лодзь (ж) Бельско-Бяла (ж),–12.5 +12.5,1.83 1.97  ,174.5,1.89,1.91  ,1.16,5.20  ,2.55,2.85,4.90,9.00,13.5,23.0  ,93.5 79.5,1.90 1.89,1.84 1.85  
 ,1-й сет:,–3.5 +3.5,1.90 1.84,45.5,1.97,1.78,1.35,3.05, 
 , , ,44.5,1.63,2.18, , 
 ,2-й сет:,–3.5 +3.5,1.90 1.84,45.5,1.97,1.78,1.35,3.05, 
 , , ,44.5,1.63,2.18, , 
 ,3-й сет:,–3.5 +3.5,1.90 1.84,45.5,1.97,1.78,1.35,3.05, 
 , , ,44.5,1.63,2.18, , 
