№,Дата,Событие,П1,П2,№,Дата,Событие,П1,П2
9392,28/02 02:00,Кабал Хуан-Себастиан/Фара Роберт Жийе Сандер/Влиген Йоран,1.32,3.22  
1630,28/02 03:30,Чачич Никола/Лайович Душан Гонсалес Сантьяго/Скупски Кен,2.42,1.52  
1312,28/02 05:30,Димитров Григор/Фриц Тэйлор Кубот Лукаш/Мело Марсело,2.99,1.36  
3255,28/02 04:30,Маннарино Адриан/Мартен Фабрис Зверев Александр/Зверев Миша,2.18,1.64  
