№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
3121,27/02 20:00,Кристианстад Гуиф Эскильстуна,–7.5 +7.5,2.03 1.79  ,53.5,1.90,1.90  ,1.07,19.4,11.8  ," ",30.5 23.5,1.95 2.00,1.80 1.75  
 ,1-й тайм:,–3.5 +3.5,1.76 2.00,26.5,1.87,1.86,1.17,11.6,6.22,1.09,1.01,4.40, 
3363,27/02 20:00,Савехоф Истад ИФ,–0.5 +0.5,1.79 2.03  ,53.5,1.82,1.99  ,1.78,7.66,2.65  ,1.44,1.06,1.97  ,27.5 26.5,1.89 1.91,1.85 1.83  
 ,1-й тайм:,–0.5 +0.5,1.86 1.88,26.5,1.81,1.93,1.86,8.50,2.29,1.55,1.04,1.84, 
6551,28/02 20:30,Луги ИФК Истад,–1.5 +1.5,1.81 2.00  ,51.5,2.00,1.82  ,1.54,8.51,3.29  ,1.31,1.05,2.39  ,26.5 24.5,1.86 1.89,1.87 1.85  
 ,1-й тайм:,–1.5 +1.5,2.02 1.74,25.5,1.95,1.79,1.63,8.70,2.69,1.41,1.04,2.14, 
585,29/02 17:10,Варберг Мальмё,+6.5 –6.5,1.91 1.90  ,52.5,1.83,1.98  ,10.5,17.5,1.09  ,6.60, ,1.03  ,23.5 29.5,2.03 1.82,1.73 1.92  
 ,1-й тайм:,+3.5 –3.5,1.89 1.85,26.5,1.99,1.76,5.71,11.0,1.20,4.00,1.01,1.10, 
