№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
2683,28/02 12:00,ФК Ереван Алашкерт,+2.5 –2.5,1.85 1.85  ,3.5,1.70,2.02  ,15.5,8.20,1.08  ,7.00,1.06," ",1.0 3.0,4.10 1.76,1.20 1.95  
 ,1-й тайм:,+1.0 –1.0,1.93 1.77,1.5,1.79,1.91,10.0,3.40,1.39,2.75,1.27,1.02, 
 , ,+1.5 –1.5,1.47 2.50,2.0,2.60,1.44, , , 
 ,2-й тайм:,+1.5 –1.5,1.70 2.03,2.0,1.84,1.86,10.5,4.20,1.28,3.35,1.19,1.01, 
 , ,+1.0 –1.0,2.44 1.50,2.5,2.45,1.49, , , 
2726,29/02 12:00,Ширак Ноа,0 0,1.60 2.20  ,2.0,1.68,2.06  ,2.20,3.05,3.05  ,1.35,1.35,1.63  ,1.0 1.0,1.65 2.08,2.11 1.67  
 ,1-й тайм:,0 0,1.65 2.10,1.0,2.23,1.58,2.95,1.96,3.75,1.23,1.75,1.35, 
 , ,–1.0 +1.0,7.50 1.06,1.5,3.35,1.28, , , 
 ,2-й тайм:,0 0,1.64 2.12,1.0,1.58,2.23,2.60,2.31,3.35,1.28,1.55,1.44, 
 , ,–1.0 +1.0,5.60 1.11,1.5,2.35,1.52, , , 
2700,29/02 12:45,Пюник Гандзасар,0 0,1.49 2.45  ,2.5,1.87,1.83  ,1.99,3.30,3.30  ,1.30,1.30,1.76  ,1.5 1.0,2.04 1.90,1.69 1.81  
 ,1-й тайм:,0 0,1.57 2.26,1.0,1.84,1.86,2.65,2.14,3.80,1.22,1.63,1.42, 
 , ,–1.0 +1.0,5.90 1.10,1.5,2.80,1.39, , , 
 ,2-й тайм:,0 0,1.55 2.30,1.5,2.08,1.67,2.37,2.48,3.50,1.25,1.48,1.52, 
 , ,–1.0 +1.0,4.60 1.16,1.0,1.42,2.65, , , 
