№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
449,27/02 20:00,Луги (ж) Содер (ж),–10.5 +10.5,1.95 1.86  ,47.5,1.83,1.98  ,1.03,27.2,15.2  ," "," "
5462,29/02 15:30,Кунгэльв (ж) Эннеред (ж),–0.5 +0.5,2.09 1.75  ,47.5,1.99,1.83  ,2.07,7.58,2.20  ,1.63,1.07,1.71  ,23.5 23.5,1.85 1.89,1.89 1.85  
 ,1-й тайм:,–0.5 +0.5,2.02 1.74,23.5,1.94,1.80,2.02,8.21,2.09,1.66,1.04,1.71, 
5463,29/02 16:00,Хейд (ж) ВестеросИрста (ж),–1.5 +1.5,1.95 1.86  ,47.5,1.96,1.85  ,1.66,8.59,2.84  ,1.39,1.05,2.14  ,24.5 22.5,1.91 1.78,1.83 1.96  
 ,1-й тайм:,–0.5 +0.5,1.74 2.02,23.5,1.91,1.83,1.74,8.70,2.48,1.48,1.04,1.97, 
8271,01/03 18:00,Боден (ж) Хёрс Х65 (ж)," "," ",16.7,27.2,1.03  ,10.0, ," "," "
