№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
262,29/02 15:00,Аубштадт Гархинг,–1.0 +1.0,1.97 1.78  ,3.5,2.10,1.69  ,1.60,4.20,4.60  ,1.17,1.20,2.25  ,2.0 1.0,1.85 1.74,1.89 2.03  
 ,1-й тайм:,0 0,1.37 2.95,1.5,2.10,1.69,2.10,2.65,4.50,1.18,1.44,1.69, 
 , ,–1.0 +1.0,3.60 1.25,1.0,1.42,2.65, , , 
 ,2-й тайм:,0 0,1.36 2.90,1.5,1.65,2.10,1.94,3.05,4.20,1.19,1.33,1.77, 
 , ,–1.0 +1.0,2.95 1.35,2.0,2.25,1.57, , , 
