№,Дата,Событие,Т,Б,М,П1,X,П2,1X,12,X2
5519,27/02 19:30,Интеробал Пльзень Эра-Пак Хрудим,6.5,2.22,1.62  ,4.05,4.18,1.68  ,2.11,1.20,1.22  
