№,Дата,Событие,Фора,КФ,Т,Б,М,П1,П2,3:0,3:1,3:2,2:3,1:3,0:3,iТ,Б,М
139,27/02 18:00,Галатасарай (ж) Тюрк Хава Йоллары (ж),–9.5 +9.5,1.86 1.94  ,179.5,1.90,1.90  ,1.32,3.40  ,3.40,3.15,4.40,6.50,8.60,14.5  ,94.5 84.5,1.86 1.84,1.88 1.90  
 ,1-й сет:,–2.5 +2.5,1.88 1.86,45.5,1.90,1.84,1.49,2.50, 
 , , ,44.5,1.58,2.28, , 
 ,2-й сет:,–2.5 +2.5,1.88 1.86,45.5,1.90,1.84,1.49,2.50, 
 , , ,44.5,1.58,2.28, , 
 ,3-й сет:,–2.5 +2.5,1.88 1.86,45.5,1.90,1.84,1.49,2.50, 
 , , ,44.5,1.58,2.28, , 
