№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
3633,28/02 15:30,Тузла Сити Вележ Мостар,–1.0 +1.0,2.60 1.45  ,2.0,1.64,2.17  ,1.84,3.45,4.00  ,1.22,1.28,1.90  ,1.5 1.0,2.11 2.60,1.68 1.47  
 ,1-й тайм:,0 0,1.45 2.65,1.0,2.17,1.65,2.60,2.06,4.70,1.17,1.71,1.47, 
 , ,–1.0 +1.0,5.80 1.10,1.5,3.20,1.30, , , 
 ,2-й тайм:,0 0,1.41 2.70,1.5,2.30,1.55,2.25,2.45,4.40,1.17,1.49,1.57, 
 , ,–1.0 +1.0,4.20 1.19,1.0,1.55,2.30, , , 
