№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
6207,28/02 20:30,Эйпен U-21 Кортрейк U-21,–2.5 +2.5,2.05 1.67  ,4.0,2.05,1.70  ,1.11,7.00,14.0  ,1.01,1.08,6.00  ,3.0 1.0,1.87 2.90,1.85 1.36  
 ,1-й тайм:,–1.0 +1.0,1.97 1.75,1.5,1.80,1.92,1.48,3.25,8.00,1.05,1.30,2.45, 
 , ,–1.5 +1.5,2.75 1.40,2.0,2.60,1.44, , , 
 ,2-й тайм:,–1.0 +1.0,1.62 2.15,2.0,1.77,1.92,1.35,4.00,8.50,1.04,1.20,2.95, 
 , ,–1.5 +1.5,2.20 1.60,2.5,2.35,1.53, , , 
