№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
581,29/02 16:30,Фортуна Кёльн Шальке 04-2,0 0,1.61 2.23  ,2.5,1.91,1.83  ,2.25,3.20,3.10  ,1.33,1.32,1.60  ,1.5 1.0,2.20 1.79,1.63 1.96  
 ,1-й тайм:,0 0,1.69 2.10,1.0,1.84,1.91,2.90,2.20,3.55,1.27,1.63,1.38, 
 , ,–1.0 +1.0,6.50 1.08,1.5,2.75,1.40, , , 
 ,2-й тайм:,0 0,1.65 2.11,1.5,2.12,1.64,2.60,2.50,3.35,1.28,1.47,1.44, 
 , ,–1.0 +1.0,5.20 1.13,1.0,1.45,2.55, , , 
