№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
3272,27/02 21:30,Гласис Манчестер 62,+1.0 –1.0,1.50 2.41  ,3.0,2.05,1.69  ,3.55,3.70,1.79  ,1.96,1.25,1.27  ,1.0 1.5,1.79 1.73,1.92 1.98  
5186,28/02 21:30,Линкс Линкольн Ред Импс,+1.5 –1.5,1.87 1.83  ,3.5,1.71,2.01  ,6.40,5.20,1.31  ,3.25,1.14,1.09  ,1.0 2.5,1.86 1.79,1.84 1.91  
