№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
6349,28/02 19:00,Герта-2 БФК Динамо,–1.0 +1.0,2.35 1.55  ,3.0,1.94,1.80  ,1.78,3.65,4.00  ,1.22,1.25,1.97  ,1.5 1.0,1.68 1.76,2.11 2.00  
 ,1-й тайм:,0 0,1.45 2.65,1.0,1.58,2.30,2.31,2.41,4.20,1.20,1.53,1.57, 
 , ,–1.0 +1.0,4.40 1.17,1.5,2.33,1.53, , , 
 ,2-й тайм:,0 0,1.45 2.50,1.5,1.78,1.92,2.17,2.80,3.80,1.22,1.38,1.61, 
 , ,–1.0 +1.0,3.60 1.25,2.0,2.60,1.44, , , 
6828,28/02 20:30,Локомотив Лейпциг Мойзельвиц,–1.0 +1.0,1.76 1.99  ,2.5,1.72,2.05  ,1.45,4.20,6.40  ,1.09,1.20,2.65  ,2.0 1.0,2.05 2.75,1.72 1.41  
 ,1-й тайм:,–1.0 +1.0,3.55 1.27,1.0,1.66,2.14,2.00,2.44,5.80,1.11,1.52,1.76, 
 , ,0 0,1.25 3.55,1.5,2.46,1.48, , , 
 ,2-й тайм:,–1.0 +1.0,2.75 1.39,1.5,1.94,1.76,1.82,2.85,5.60,1.11,1.37,1.88, 
 , ,0 0,1.23 3.70,1.0,1.35,2.95, , , 
654,29/02 14:30,Котбус Оптик Ратенов,–1.5 +1.5,1.74 2.02  ,3.0,1.74,2.02  ,1.25,5.70,9.00  ,1.04,1.12,3.70  ,2.5 1.0,2.00 3.20,1.76 1.32  
 ,1-й тайм:,–1.0 +1.0,2.50 1.49,1.5,2.14,1.67,1.69,2.85,7.40,1.07,1.39,2.10, 
 , ,–1.5 +1.5,3.45 1.27,1.0,1.44,2.60, , , 
 ,2-й тайм:,–1.0 +1.0,2.01 1.71,1.5,1.71,2.02,1.53,3.35,7.60,1.05,1.28,2.33, 
 , ,–1.5 +1.5,2.80 1.39,2.0,2.39,1.51, , , 
3030,01/03 14:30,Ауэрбах Виктория Берлин,0 0,1.76 1.99  ,2.5,1.75,2.00  ,2.41,3.35,2.75  ,1.42,1.30,1.53  ,1.5 1.5,2.17 2.33,1.65 1.57  
 ,1-й тайм:,0 0,1.79 1.96,1.0,1.74,2.03,3.00,2.26,3.30,1.30,1.59,1.36, 
 , ,–1.0 +1.0,6.80 1.07,1.5,2.60,1.44, , , 
 ,2-й тайм:,0 0,1.77 1.94,1.5,1.95,1.76,2.75,2.60,3.00,1.33,1.44,1.39, 
 , ,–1.0 +1.0,5.40 1.12,1.0,1.35,2.95, , , 
3545,01/03 14:30,Унион Фюрстенвальде Бишофсвердер,–1.0 +1.0,1.67 2.12  ,3.0,1.92,1.83  ,1.42,4.60,6.10  ,1.10,1.17,2.75  ,2.0 1.0,1.82 2.50,1.93 1.50  
 ,1-й тайм:,–1.0 +1.0,3.20 1.32,1.5,2.28,1.59,1.92,2.60,5.80,1.11,1.47,1.82, 
 , ,0 0,1.25 3.65,1.0,1.52,2.37, , , 
 ,2-й тайм:,–1.0 +1.0,2.55 1.45,1.5,1.80,1.90,1.75,3.00,5.60,1.11,1.33,1.96, 
 , ,–1.5 +1.5,3.45 1.27,2.0,2.65,1.42, , , 
