№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,iТ,Б,М
9170,28/02 12:00,Пучхон КЕБ-Хана Банк (ж) Инчхон С-Бёрдс (ж),–4.5 +4.5,1.89 1.85  ,144.5,1.87,1.87  ,1.52,14.5,2.61  ,74.5 70.5,1.93 1.88,1.82 1.86  
