№,Дата,Событие,Победительданет,Победитель,да,нет,№,Дата,Событие,Победительданет,Победитель,да,нет
1758,17/03 12:00,Каруана Фабиано,2.25,1.60  
1888,17/03 12:00,Дин Лижэнь,3.25,1.31  
1911,17/03 12:00,Грищук Александр,7.50,1.07  
1912,17/03 12:00,Непомнящий Ян,8.50,1.05  
1914,17/03 12:00,Гири Аниш,11.0,1.02  
1916,17/03 12:00,Ван Хао,15.0," "
1917,17/03 12:00,Раджабов Теймур,15.0," "
1919,17/03 12:00,Алексеенко Кирилл,51.0," "
