№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
7015,27/02 17:00,Оргхим Норильский Никель,+1.5 –1.5,2.12 1.67  ,7.5,2.02,1.74  ,5.90,6.60,1.33  ,3.15,1.09,1.11  ,2.5 4.5,1.82 1.88,1.92 1.86  
 ,1-й тайм:,+1.0 –1.0,1.70 2.08,3.0,1.78,1.96,4.92,3.75,1.67,2.12,1.25,1.15, 
 , ,+1.5 –1.5,1.44 2.65,2.5,1.50,2.48, , , 
 , ,0 0,3.69 1.25,3.5,2.25,1.60, , , 
