№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
317,27/02 17:30,ЦСКА 1948 София Монтана,–1.0 +1.0,1.92 1.79  ,3.0,1.93,1.78  ,1.53,4.00,4.80  ,1.16,1.22,2.40  ,2.0 1.0,2.01 2.06,1.71 1.68  
 ,1-й тайм:,0 0,1.32 3.10,1.5,2.30,1.55,2.04,2.44,4.80,1.15,1.49,1.69, 
 , ,–1.0 +1.0,3.70 1.23,1.0,1.55,2.31, , , 
 ,2-й тайм:,–1.0 +1.0,3.00 1.33,1.5,1.81,1.89,1.89,2.80,4.40,1.17,1.38,1.81, 
 , ,0 0,1.32 3.10,2.0,2.65,1.42, , , 
