№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
544,27/02 21:00,Реал Санта-Круз Боливар,+1.0 –1.0,1.57 2.31  ,3.5,1.93,1.82  ,3.65,4.10,1.81  ,1.93,1.21,1.25  ,1.5 2.0,2.14 1.91,1.66 1.83  
3694,28/02 00:15,Клуб Аурора Гуабира,–1.0 +1.0,2.10 1.68  ,2.5,1.81,1.93  ,1.65,3.90,4.80  ,1.16,1.23,2.15  ,1.5 1.0,1.74 2.41,2.02 1.53  
3193,28/02 02:30,Блуминг Насьональ Потоси,–1.0 +1.0,1.99 1.76  ,3.0,1.84,1.90  ,1.61,4.20,4.70  ,1.17,1.20,2.23  ,2.0 1.0,1.99 1.91,1.76 1.84  
3516,28/02 02:30,Стронгест Роял Пари,–2.0 +2.0,2.07 1.70  ,3.5,2.03,1.74  ,1.25,6.20,9.70  ,1.03,1.10,3.70  ,2.5 1.0,1.86 3.05,1.88 1.35  
