№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
7642,28/02 17:30,Торнадо МО (ж) КРС Ванке Рейс (ж),+2.0 –2.0,1.82 1.92  ,5.5,1.99,1.76  ,6.10,5.20,1.35  ,3.05,1.14,1.10  ,1.5 3.5,1.80 1.83,1.94 1.92  
 ,1-й пер.:,+1.0 –1.0,1.35 3.05,1.5,1.97,1.78,4.90,2.75,1.89, , 
 ,2-й пер.:,+1.0 –1.0,1.50 2.48,1.5,1.61,2.23,4.80,3.15,1.74, , 
 ,3-й пер.:,+1.0 –1.0,1.47 2.55,1.5,1.66,2.14,4.80,3.10,1.76, , 
