№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,iТ,Б,М
435,27/02 20:00,Аммеруд Баскет Аскер Элиенс,+2.5 –2.5,1.82 1.92  ,162.5,1.85,1.89  ,2.16,13.9,1.74  ,80.5 82.5,1.85 1.92,1.89 1.82  
 ,1-я четв.:,+0.5 –0.5,1.85 1.84,40.5,1.80,1.94,2.04,13.4,1.84, 
 ,2-я четв.:,+0.5 –0.5,1.85 1.84,39.5,1.85,1.89,2.00,14.9,1.84, 
 ,3-я четв.:,+0.5 –0.5,1.84 1.85,39.5,1.91,1.83,2.00,14.6,1.85, 
 ,4-я четв.:,+0.5 –0.5,1.82 1.87,41.5,1.94,1.80,1.99,14.1,1.87, 
 ,Первая половина:,+0.5 –0.5,1.92 1.77,80.5,1.85,1.89,2.03,18.7,1.77, 
