№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
1623,27/02 18:00,Сальвадор U-23 Коста-Рика U-23,0 0,2.26 1.57  ,2.5,1.71,2.01  ,2.95,3.55,2.04  ,1.73,1.27,1.37  ,1.0 1.5,1.67 1.95,2.08 1.76  
 ,1-й тайм:,0 0,2.14 1.63,1.0,1.70,2.03,3.50,2.23,2.65,1.42,1.58,1.25, 
 , ,+1.0 –1.0,1.10 5.90,1.5,2.55,1.45, , , 
 ,2-й тайм:,0 0,2.20 1.60,1.5,1.92,1.78,3.25,2.60,2.39,1.51,1.44,1.29, 
 , ,+1.0 –1.0,1.16 4.50,2.0,2.95,1.35, , , 
