№,Дата,Событие,Победительда,Победитель,да,№,Дата,Событие,Победительда,Победитель,да
1206,05/03 14:00,1 Alliance,2.35  
1212,05/03 14:00,1 Aster,5.00  
1218,05/03 14:00,1 Business Associates,7.00  
1220,05/03 14:00,1 Gambit,9.00  
1222,05/03 14:00,1 BOOM,9.00  
1223,05/03 14:00,1 forZe,17.0  
1228,05/03 14:00,1 NoPing,17.0  
1229,05/03 14:00,1 Fighting PandaS,19.0  
