№,Дата,Событие,Победительда,Победитель,да,№,Дата,Событие,Победительда,Победитель,да
3798,28/02 00:56,1 Надаль Рафаэль,1.55  
3870,28/02 00:56,1 Вавринка Стэн,7.00  
3873,28/02 00:56,1 Изнер Джон,12.0  
3874,28/02 00:56,1 Димитров Григор,10.0  
3876,28/02 00:56,1 Фриц Тэйлор,20.0  
3372,28/02 00:56,1 Квон Сун У,27.0  
3373,28/02 00:56,1 Эдмунд Кайл,9.00  
3374,28/02 00:56,1 Пол Томми,22.0  
