№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,iТ,Б,М
3192,28/02 01:00,Минас Сан-Жозе,–10.5 +10.5,1.89 1.85  ,171.5,1.90,1.84  ,1.16,19.4,5.09  ,90.5 80.5,1.83 1.88,1.90 1.86  
 ,1-я четв.:,–3.5 +3.5,1.97 1.78,42.5,1.96,1.79,1.42,14.8,2.94, 
 ,2-я четв.:,–2.5 +2.5,1.84 1.90,40.5,1.81,1.93,1.50,15.8,2.64, 
 ,3-я четв.:,–2.5 +2.5,1.85 1.89,42.5,1.89,1.85,1.51,15.9,2.61, 
 ,4-я четв.:,–1.5 +1.5,1.80 1.95,44.5,1.89,1.85,1.59,14.9,2.41, 
 ,Первая половина:,–5.5 +5.5,1.83 1.91,82.5,1.80,1.95,1.31,21.9,3.33, 
