№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
3009,27/02 19:30,Грюнер Сторхамар,+4.0 –4.0,2.04 1.78  ,8.0,1.84,1.96  ,15.0,13.0,1.07  ,7.40,1.01," ",2.0 6.0,2.12 1.79,1.67 1.96  
 ,1-й пер.:,+1.0 –1.0,2.15 1.65,2.5,2.05,1.72,7.40,4.30,1.41, , 
 ,2-й пер.:,+1.5 –1.5,1.83 1.91,2.5,1.65,2.17,7.80,5.00,1.33, , 
 ,3-й пер.:,+1.5 –1.5,1.70 2.07,2.5,1.81,1.94,7.40,4.60,1.37, , 
3014,27/02 19:30,Спарта Сарпсборг Лиллехаммер,0 0,1.87 1.93  ,5.5,1.76,2.06  ,2.35,4.20,2.41  ,1.53,1.20,1.55  ,3.0 2.5,2.08 1.69,1.70 2.10  
 ,1-й пер.:,0 0,1.85 1.89,1.5,1.80,1.94,2.75,2.75,2.80, , 
 , ,–1.0 +1.0,5.50 1.13,2.5,3.45,1.28, , , 
 , ,+1.0 –1.0,1.12 5.60,0.5,1.16,4.80, , , 
 ,2-й пер.:,0 0,1.85 1.89,1.5,1.53,2.40,2.65,3.05,2.70, , 
 , ,–1.0 +1.0,4.70 1.16,3.5,5.10,1.14, , , 
 , ,+1.0 –1.0,1.16 4.90,2.5,2.60,1.45, , , 
 ,3-й пер.:,0 0,1.85 1.89,1.5,1.55,2.35,2.60,3.05,2.70, , 
3015,27/02 19:30,Стьернен Манглеруд Стар,–1.0 +1.0,1.80 2.01  ,6.0,2.05,1.77  ,1.62,5.00,3.80  ,1.25,1.15,2.21  ,3.5 2.0,1.94 1.65,1.80 2.15  
 ,1-й пер.:,0 0,1.48 2.55,1.5,1.79,1.96,2.18,2.85,3.70, , 
 , ,–1.5 +1.5,4.80 1.16,2.5,3.40,1.29, , , 
 , ,–1.0 +1.0,3.70 1.25,0.5,1.16,4.80, , , 
 ,2-й пер.:,0 0,1.47 2.60,1.5,1.52,2.41,2.05,3.15,3.60, , 
 , ,–1.5 +1.5,4.10 1.21,3.5,5.10,1.15, , , 
 , ,–1.0 +1.0,3.20 1.32,2.5,2.60,1.47, , , 
 ,3-й пер.:,0 0,1.45 2.60,1.5,1.55,2.37,2.04,3.15,3.65, , 
3013,27/02 20:00,Нарвик Фриск Аскер,+1.0 –1.0,1.80 2.01  ,6.5,1.99,1.81  ,3.15,5.20,1.75  ,2.01,1.14,1.33  ,2.5 3.5,1.76 1.86,1.99 1.88  
 ,1-й пер.:,0 0,2.28 1.58,1.5,1.65,2.17,3.30,2.95,2.28, , 
 , ,+1.0 –1.0,1.23 3.90,2.5,2.95,1.37, , , 
 , ,+1.5 –1.5,1.15 4.90,0.5,1.13,5.50, , , 
 ,2-й пер.:,0 0,2.31 1.57,2.5,2.26,1.59,3.20,3.25,2.17, , 
 , ,+1.0 –1.0,1.29 3.40,3.5,4.20,1.20, , , 
 , ,+1.5 –1.5,1.20 4.30,1.5,1.42,2.75, , , 
 ,3-й пер.:,0 0,2.33 1.57,2.5,2.30,1.57,3.20,3.30,2.15, , 
