№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2,1X,12,X2,iТ,Б,М
291,27/02 18:45,Белый Барс Донбасс,+3.5 –3.5,2.01 1.75  ,7.0,1.88,1.86  ,15.0,12.0,1.07  ,7.40,1.01," ",1.5 5.5,1.90 1.98,1.84 1.77  
 ,1-й пер.:,+1.0 –1.0,1.96 1.79,1.5,1.50,2.48,7.50,3.85,1.45, , 
 ,2-й пер.:,+1.5 –1.5,1.69 2.08,2.5,1.96,1.79,7.80,4.50,1.37, , 
 ,3-й пер.:,+1.0 –1.0,2.12 1.67,2.5,2.17,1.65,7.50,4.20,1.41, , 
8579,01/03 13:00,Днепр Белый Барс,–3.0 +3.0,1.90 1.84  ,6.0,1.84,1.90  ,1.14,8.90,10.5  ,1.03,1.04,5.20  ,4.5 1.5,1.90 1.98,1.84 1.77  
