№,Дата,Событие,Фора,КФ,Т,Б,М,П1,П2
354,28/02 03:00,Oceanus Infinity," "," ",1.42,2.75  
 ,1-я карта:,–3.5 +3.5,1.80 1.95,26.5,2.00,1.76, , 
353,28/02 03:00,Swole Identity Under 21," "," ",1.28,3.45  
 ,1-я карта:,–4.5 +4.5,1.75 2.01,25.5,1.82,1.92, , 
358,28/02 04:00,Big Frames Swole Identity," "," ",5.55,1.12  
 ,1-я карта:,+6.5 –6.5,1.87 1.87,24.5,1.80,1.95, , 
357,28/02 04:00,LiViD Monstars," "," ",1.55,2.35  
 ,1-я карта:,–2.5 +2.5,1.75 2.01,26.5,1.90,1.85, , 
360,28/02 05:00,Asuna's Anime Aimers Oceanus," "," ",1.60,2.25  
 ,1-я карта:,–2.5 +2.5,1.82 1.92,26.5,1.85,1.89, , 
359,28/02 05:00,Chaos Divine," "," ",1.08,7.00  
 ,1-я карта:,–7.5 +7.5,1.75 2.01,24.5,2.00,1.76, , 
