№,Дата,Событие,П1,П2,№,Дата,Событие,П1,П2
753,29/02 19:00,Ambush Nexus,2.20,1.62  
3885,01/03 16:00,Extremum Endpoint,3.20,1.32  
3887,01/03 19:00,CR4ZY Wind and Rain,1.40,2.80  
