№,Дата,Событие,Фора,КФ,Т,Б,М,П1,X,П2
9711,09/03 23:15,W7M Alma,–0.5 +0.5,1.95 1.80  ," ",1.95,2.15,7.00  
 ,1-я карта:,–3.5 +3.5,1.80 1.95,26.5,1.97,1.78,1.40, ,2.80, 
9714,10/03 01:30,DETONA Red Canids,–0.5 +0.5,3.20 1.32  ," ",3.20,1.95,3.40  
 ,1-я карта:,–2.5 +2.5,2.05 1.72,26.5,1.72,2.05,1.85, ,1.90, 
